text	gold	text2	sys	cf_sents
Elle s'appuie contre l'autel.	0	Elle s'appuie contre l'autel.	0	0
Gaiment.	3	Gaiment.	3	0
Air : Sauter donc, mon coeur.	8	Air : Sauter donc, mon coeur.	2	0
Le théâtre change et représente le temple d'Isis avec la statue de cette déesse. Après la danse, Danaüs, Hypermnestre, Lyncée, arrivent.	11	Le théâtre change et représente le temple d'Isis avec la statue de cette déesse. Après la danse, Danaüs, Hypermnestre, Lyncée, arrivent.	11	0
Changeant de ton.	3	Changeant de ton.	3	0
À Michaud.	12	À Michaud.	12	0
Il lui met son manchon.	10	Il lui met son manchon.	6	0
Un salon de coiffeur. Une toilette à droite, premier plan. Une nuire toilette à gauche, premier plan. Toutes deux ont des perruques sur champignons. Une table à la gauche du fond, avec perruques, idem. — Un réchaud sous la table. Une robe de chambre noire d'un côté et d'une autre couleur de l'autre. Portes latérales ; porte d'entrée au fond ; une croisée à droite. Chaises, fauteuil. etc.	11	Un salon de coiffeur. Une toilette à droite, premier plan. Une nuire toilette à gauche, premier plan. Toutes deux ont des perruques sur champignons. Une table à la gauche du fond, avec perruques, idem. — Un réchaud sous la table. Une robe de chambre noire d'un côté et d'une autre couleur de l'autre. Portes latérales ; porte d'entrée au fond ; une croisée à droite. Chaises, fauteuil. etc.	11	0
Se parlant à lui-même.	12	Se parlant à lui-même.	2	0
Arlequin rit de toute sa force.	0	Arlequin rit de toute sa force.	0	0
À Arcas.	12	À Arcas.	12	0
AIR. Ah ! je vous trouve , Chevalier.	8	AIR. Ah ! je vous trouve , Chevalier.	6	0
À Régina.	12	À Régina.	12	0
Chez la marquise Cibo.	11	Chez la marquise Cibo.	11	0
AIR. Ah ! le charmant Berger que j'aime.	8	AIR. Ah ! le charmant Berger que j'aime.	2	0
Ils donnent des coups de bâton à la Crainte et la mettent en fuite.	1	Ils donnent des coups de bâton à la Crainte et la mettent en fuite.	1	0
Tout ce reste est chanté.	3	Tout ce reste est chanté.	8	0
Montrant son front.	0	Montrant son front.	0	0
Auguste rentre avec un plateau.	4	Auguste rentre avec un plateau.	4	0
AIR. Non, toujours dire non.	8	AIR. Non, toujours dire non.	2	0
Il continue toujours à parler.	3	Il continue toujours à parler.	3	0
On entre.	4	On entre.	4	0
Thérèse et Madame Raquin se lèvent.	0	Thérèse et Madame Raquin se lèvent.	0	0
TROISIÈME COUPLET.	8	TROISIÈME COUPLET.	8	0
ODE ÉPITHALAMIQUE.	8	ODE ÉPITHALAMIQUE.	8	0
Le Théâtre représente l'Antre d'Aristandre.	11	Le Théâtre représente l'Antre d'Aristandre.	11	0
Lui prenant son habit.	10	Lui prenant son habit.	0	0
Ils sont tous assis, excepté Lisette.	0	Ils sont tous assis, excepté Lisette.	0	0
AIR. Ainsi qu'une Hirondelle.	8	AIR. Ainsi qu'une Hirondelle.	8	0
Il montre la fiole de Cléarque et celle de Climante.	0	Il montre la fiole de Cléarque et celle de Climante.	10	0
Air : De la Meunière.	8	Air : De la Meunière.	8	0
Il fait semblant de dormir.	0	Il fait semblant de dormir.	0	0
L'Abbé amène plusieurs domestiques qui s'empressent.	6	L'Abbé amène plusieurs domestiques qui s'empressent.	4	0
AIR : Non, je ne ferai pas ce qu'on veut que je fasse	8	AIR : Non, je ne ferai pas ce qu'on veut que je fasse	2	0
Air : Folies d'Espagne.	8	Air : Folies d'Espagne.	8	0
Air : Du Vaudeville des deux Veuves.	8	Air : Du Vaudeville des deux Veuves.	8	0
D'une voix cassée.	3	D'une voix cassée.	3	0
Il embrasse Fleur-de-Sauge.	6	Il embrasse Fleur-de-Sauge.	6	0
Air : Nous n'avons qu'un temps à vivre.	8	Air : Nous n'avons qu'un temps à vivre.	2	0
Thérèse et Manette sont à côté l'une de l'autre, Elles travaillent ensemble à garnir une robe. Thérèse est habillée très simplement, coiffée en grand bonnet, et paraît triste et rêveuse.	7	Thérèse et Manette sont à côté l'une de l'autre, Elles travaillent ensemble à garnir une robe. Thérèse est habillée très simplement, coiffée en grand bonnet, et paraît triste et rêveuse.	9	0
À Salome.	12	À Salome.	12	0
Il tire son épée.	0	Il tire son épée.	1	0
Au bourreau.	12	Au bourreau.	12	0
Idas sort.	5	Idas sort.	0	0
Hypérie paraît.	4	Hypérie paraît.	4	0
À Double-Sens.	12	À Double-Sens.	9	0
Ils rient tous trois.	3	Ils rient tous trois.	6	0
Tous s'en vont.	7	Tous s'en vont.	5	0
À Monsieur Argant.	12	À Monsieur Argant.	12	0
Il couvre le presse-papier avec le chapeau.	10	Il couvre le presse-papier avec le chapeau.	10	0
Il crie.	3	Il crie.	1	0
Parlant au prince.	12	Parlant au prince.	12	0
Le Roi et le Comte sortent.	5	Le Roi et le Comte sortent.	5	0
Le théâtre change et représente un petit espace de terre aride et déserte ; cet face est borde par des Montagnes d'une hauteur prodigieuse, dont la principale est le Mont Æthna ; on voit a coté un petit Temple consacré à Junon ; la mer paroît dans l'éloignement.	11	Le théâtre change et représente un petit espace de terre aride et déserte ; cet face est borde par des Montagnes d'une hauteur prodigieuse, dont la principale est le Mont Æthna ; on voit a coté un petit Temple consacré à Junon ; la mer paroît dans l'éloignement.	11	0
Air : De la petite Poste.	8	Air : De la petite Poste.	11	0
Il sort en toussant suivi par de Brie.	5	Il sort en toussant suivi par de Brie.	5	0
Il le met dans sa poche de côté.	10	Il le met dans sa poche de côté.	0	0
Les Esclaves armés sont remplacés par les esclaves sans armes.	1	Les Esclaves armés sont remplacés par les esclaves sans armes.	7	0
Il s'approche de son père.	7	Il s'approche de son père.	6	0
À Alvarès.	12	À Alvarès.	12	0
À Euphémon fils.	12	À Euphémon fils.	12	0
Il continue à parler.	3	Il continue à parler.	3	0
Air Marche Française.	8	Air Marche Française.	8	0
Les Toscans attaquent le pont défendu par le seul Horace, et que la hache des Romains fait bientôt écrouler dans le Tibre. Le héros s'y précipite après les ennemis , qu'il a luiseul arrêtés.	9	Les Toscans attaquent le pont défendu par le seul Horace, et que la hache des Romains fait bientôt écrouler dans le Tibre. Le héros s'y précipite après les ennemis , qu'il a luiseul arrêtés.	1	0
Solennel.	3	Solennel.	11	0
Il lui serre la main plus fort.	6	Il lui serre la main plus fort.	6	0
Le théâtre représente l'Île de Tenede, où Achille s'est retiré auprès de ses vaisseaux, depuis sa querelle avec Agamemnon.	11	Le théâtre représente l'Île de Tenede, où Achille s'est retiré auprès de ses vaisseaux, depuis sa querelle avec Agamemnon.	11	0
[À part].	2	[À part].	2	0
Elle défait le papier.	0	Elle défait le papier.	0	0
À Géronte.	12	À Géronte.	12	0
Le théâtre représente une salle du Palais des Capellets, qui communique d'un côté aux Jardins.	11	Le théâtre représente une salle du Palais des Capellets, qui communique d'un côté aux Jardins.	11	0
À Crassus.	12	À Crassus.	12	0
Le Garde sort.	5	Le Garde sort.	5	0
Elle touche Picus.	6	Elle touche Picus.	6	0
Il prend la bûche et fait dans l'air des gestes menaçants, il pose au milieu de la table.	10	Il prend la bûche et fait dans l'air des gestes menaçants, il pose au milieu de la table.	1	0
À Alain.	12	À Alain.	12	0
Air 135 : Les fanatiques.	8	Air 135 : Les fanatiques.	8	0
Les deux Blanchet sortent.	5	Les deux Blanchet sortent.	5	0
À Gillette.	12	À Gillette.	11	0
Air du bienheureux Lisandre.	8	Air du bienheureux Lisandre.	8	0
Apercevant Monsieur Rossignol qui entre.	0	Apercevant Monsieur Rossignol qui entre.	4	0
Il déchire le billet.	10	Il déchire le billet.	10	0
Elle rentre du même côté.	4	Elle rentre du même côté.	4	0
Air : La comédie est un miroir.	8	Air : La comédie est un miroir.	9	0
Air : Roulant ma brouette.	8	Air : Roulant ma brouette.	0	0
AIR : Par pitié daignez vous rendre.	8	AIR : Par pitié daignez vous rendre.	12	0
Elle sert de la soupe dans l'assiette de Laurent et dans la sienne.	0	Elle sert de la soupe dans l'assiette de Laurent et dans la sienne.	6	0
Aux Bergers.	12	Aux Bergers.	11	0
Staphyla vient.	4	Staphyla vient.	4	0
Elle se met à ses pieds.	0	Elle se met à ses pieds.	7	0
Elle s'avance pour s'en aller.	7	Elle s'avance pour s'en aller.	5	0
Lucie sort.	5	Lucie sort.	0	0
AIR 141 : Cotillon des Fêtes de Thalie.	8	AIR 141 : Cotillon des Fêtes de Thalie.	8	0
À l'esclave	12	À l'esclave	12	0
Air : Lon la landerirette.	8	Air : Lon la landerirette.	4	0
À l'huissier.	12	À l'huissier.	12	0
V.	8	V.	5	0
En montrant Belamire.	0	En montrant Belamire.	0	0
Air : Le Ciel bénisse la besogne.	8	Air : Le Ciel bénisse la besogne.	9	0
SI QUELQUE AUDACIEUX	8	SI QUELQUE AUDACIEUX	2	0
AIR. Y a bien de la différence.	8	AIR. Y a bien de la différence.	2	0
AIR. Ton humeur est Catherine, etc.	8	AIR. Ton humeur est Catherine, etc.	8	0
Philène va à l'Écho.	7	Philène va à l'Écho.	4	0
Le théâtre change et représente la façade du palais de Danaüs, une nuit très obscure règne sur le théâtre.	11	Le théâtre change et représente la façade du palais de Danaüs, une nuit très obscure règne sur le théâtre.	11	0
Sortant par divers endroits.	4	Sortant par divers endroits.	5	0
À la Suissesse.	12	À la Suissesse.	7	0
Le Docteur appelle en dedans.	3	Le Docteur appelle en dedans.	4	0
Le théâtre représente un bosquet sacré qui environne Le Temple des Grâces ; les arbres et les fleurs du bosquet doivent être distribués avec goût, et orner la scène ; l'architecture du Temple, dont on voit le portique, doit être simple, mais élégante.	11	Le théâtre représente un bosquet sacré qui environne Le Temple des Grâces ; les arbres et les fleurs du bosquet doivent être distribués avec goût, et orner la scène ; l'architecture du Temple, dont on voit le portique, doit être simple, mais élégante.	11	0
Et montrant Éraste.	0	Et montrant Éraste.	0	0
AIR : Vous m'entendez bien.	8	AIR : Vous m'entendez bien.	12	0
Au Roi, en lui montrant Thamar.	12	Au Roi, en lui montrant Thamar.	12	0
Entre Dergos.	4	Entre Dergos.	4	0
À l'artisan.	12	À l'artisan.	12	0
Air : Je ne veux point troubler votre ignorance.	8	Air : Je ne veux point troubler votre ignorance.	2	0
Il le frappe ou croit le frapper, et attrape le mur, qui lui fait tomber son bâton de la main.	1	Il le frappe ou croit le frapper, et attrape le mur, qui lui fait tomber son bâton de la main.	1	0
Hébé et les nymphes reçoivent Io.	6	Hébé et les nymphes reçoivent Io.	6	0
Montrant l'huissier.	0	Montrant l'huissier.	0	0
Il tire son portefeuille.	10	Il tire son portefeuille.	0	0
VOEU DE SOPHONISBE À L'AMOUR	8	VOEU DE SOPHONISBE À L'AMOUR	9	0
À son époux.	12	À son époux.	12	0
Celui qui était deuxième arrive le premier.	11	Celui qui était deuxième arrive le premier.	4	0
On entend le sifflet du tube acoustique.	9	On entend le sifflet du tube acoustique.	8	0
Elle a l'air d'observer le Théâtre, sans regarder les Acteurs.	0	Elle a l'air d'observer le Théâtre, sans regarder les Acteurs.	11	0
La Reine prenant le paquet de la suivante.	10	La Reine prenant le paquet de la suivante.	10	0
Claudine et Lucas sont dans le fond du Théâtre.	11	Claudine et Lucas sont dans le fond du Théâtre.	11	0
Montrant la Marchande de Chansons.	0	Montrant la Marchande de Chansons.	8	0
Il a l'air d'écouter.	0	Il a l'air d'écouter.	0	0
Air : La Boulangère a des écus.	8	Air : La Boulangère a des écus.	10	0
Apercevant Flamand.	0	Apercevant Flamand.	6	0
Air : Quand la mer rouge apparut.	8	Air : Quand la mer rouge apparut.	9	0
Marthe sort.	5	Marthe sort.	5	0
On entend Sosie qui chante.	3	On entend Sosie qui chante.	8	0
Ici l'on entend un bruit comme de la vaisselle renversée.	9	Ici l'on entend un bruit comme de la vaisselle renversée.	10	0
Il prend une couronne dans le panier d'Antoine.	10	Il prend une couronne dans le panier d'Antoine.	0	0
Allant à elle.	7	Allant à elle.	7	0
À l'Inspecteur des Bâtiments.	12	À l'Inspecteur des Bâtiments.	12	0
À Perdiccas.	12	À Perdiccas.	12	0
Il voit Sophie.	0	Il voit Sophie.	6	0
Répondant.	3	Répondant.	3	0
Sur l'Air : Quand on a bu, la tête tourne.	8	Sur l'Air : Quand on a bu, la tête tourne.	8	0
Elle présente le peignoir au feu.	0	Elle présente le peignoir au feu.	0	0
Il entre aussi chez Hipolite.	5	Il entre aussi chez Hipolite.	4	0
La scène est dans la salle de comédie du Palais-Royal.	11	La scène est dans la salle de comédie du Palais-Royal.	11	0
Air : Sur le Pont d'Avignon.	8	Air : Sur le Pont d'Avignon.	11	0
Elle l'embrasse encore.	6	Elle l'embrasse encore.	6	0
À Achior.	12	À Achior.	12	0
Elle le fait comme elle de dis.	10	Elle le fait comme elle de dis.	0	0
Laurent et Grivet sortent par la porte du fond.	5	Laurent et Grivet sortent par la porte du fond.	5	0
Air : Voulez-vous savoir l'histoire, etc.	8	Air : Voulez-vous savoir l'histoire, etc.	2	0
On entend un bruit de hautbois.	8	On entend un bruit de hautbois.	8	0
Air nouveau du C. DELAPORTE.	8	Air nouveau du C. DELAPORTE.	8	0
À Finot.	12	À Finot.	12	0
Air 171. Menuet des Fêtes Grecques et Rom.	8	Air 171. Menuet des Fêtes Grecques et Rom.	8	0
Apercevant Cassandre.	0	Apercevant Cassandre.	6	0
À Placide.	12	À Placide.	12	0
Il sonne du cor.	8	Il sonne du cor.	8	0
On entend ici un prélude qui annonce l'arrivée d'Appollon.	8	On entend ici un prélude qui annonce l'arrivée d'Appollon.	8	0
Antoinette paraît au fond.	4	Antoinette paraît au fond.	4	0
Air : Tes beaux jeux, ma Nicole.	8	Air : Tes beaux jeux, ma Nicole.	6	0
Ils sortent en causant.	5	Ils sortent en causant.	5	0
Air : Un jour que j'avais mal dansé.	8	Air : Un jour que j'avais mal dansé.	9	0
Il entend sa maîtresse.	0	Il entend sa maîtresse.	6	0
Lucile revient.	7	Lucile revient.	4	0
Il sautille sous ces fenêtres, [sa viole à la main.]	0	Il sautille sous ces fenêtres, [sa viole à la main.]	7	0
Lui montrant le billet.	0	Lui montrant le billet.	6	0
À Eumée.	12	À Eumée.	12	0
dans le bois.	11	dans le bois.	11	0
Air : Quand on tient de ce jus d'octobre.	8	Air : Quand on tient de ce jus d'octobre.	9	0
Il l'examine des pieds à la tête.	0	Il l'examine des pieds à la tête.	0	0
Air : Alarmez vous.	8	Air : Alarmez vous.	2	0
Pendant les couplets suivants, il arrange des fruits et des fleurs dans un panier.	11	Pendant les couplets suivants, il arrange des fruits et des fleurs dans un panier.	0	0
Orphée passe sans regarder Eurydice.	0	Orphée passe sans regarder Eurydice.	7	0
Il aperçoit Hircan, qui suivant l'usage de la campagne se promenait avec une canne à la main, et lisait en se promenant.	0	Il aperçoit Hircan, qui suivant l'usage de la campagne se promenait avec une canne à la main, et lisait en se promenant.	9	0
AIR : De la marche du Malade imaginaire.	8	AIR : De la marche du Malade imaginaire.	8	0
Lui baisant la bouche.	6	Lui baisant la bouche.	6	0
Il se lève, ainsi que Maurice.	0	Il se lève, ainsi que Maurice.	0	0
Air : Du partage de la richesse.	8	Air : Du partage de la richesse.	9	0
Il la retient encore par le bras, et, perdant tout respect.	6	Il la retient encore par le bras, et, perdant tout respect.	1	0
Il tire du papier mou de son pot.	10	Il tire du papier mou de son pot.	10	0
À Madame Grognac.	12	À Madame Grognac.	12	0
Air : Menuet d'Exaudet.	8	Air : Menuet d'Exaudet.	8	0
Césario sort.	5	Césario sort.	5	0
Une fontaine dans un bois.	11	Une fontaine dans un bois.	11	0
Elle soulève l'autre vase et prend le billet.	0	Elle soulève l'autre vase et prend le billet.	0	0
Nérestan sort.	5	Nérestan sort.	5	0
AIR ( Le Cabaret est mon réduit. )	8	AIR ( Le Cabaret est mon réduit. )	11	0
Ici, tout le monde fait un cercle autour de l'intendant.	7	Ici, tout le monde fait un cercle autour de l'intendant.	6	0
À Louisette et à Jean.	12	À Louisette et à Jean.	12	0
Il refrappe.	0	Il refrappe.	0	0
Il déchire la Version.	10	Il déchire la Version.	1	0
Ils s'éloignent.	7	Ils s'éloignent.	7	0
Montrant Pyrrhus.	0	Montrant Pyrrhus.	6	0
Au laboureur.	12	Au laboureur.	2	0
Vénus a disparu.	5	Vénus a disparu.	5	0
Il finit sa lettre.	0	Il finit sa lettre.	0	0
AIR : Mathieu, grâce à Dieu.	8	AIR : Mathieu, grâce à Dieu.	2	0
Il donne une ordonnance.	10	Il donne une ordonnance.	3	0
À Éliante et Philinte.	12	À Éliante et Philinte.	12	0
MÊME AIR Béarnais.	8	MÊME AIR Béarnais.	8	0
