	text	gold	goldStr	text2	sys	sysStr	cf_sents
234	Les 12 conditions sous lesquelles nous Hylas et Stelle, promettons de nous aimer à l'avenir, pat accord fait entre nous.	8	music	Les 12 conditions sous lesquelles nous Hylas et Stelle, promettons de nous aimer à l'avenir, pat accord fait entre nous.	9	narration	0
235	Tout étant disposé, et le curé étant arrivé dans une calèche a six chevaux qu'on avait envoyée au devant de lui, il fut conduit à son trône. Dès qu'il fut assis, l'orateur lui prononça à genoux une harangue dans le style de l'académie, pleine de louanges, d'antithèses, et de mots nouveaux. Le curé reçut tous ces éloges avec l'air d'un homme qui sait bien qu'il en mérite encore davantage ; car tout le monde n'est pas de l'humeur de notre reine***, qui hait les louanges autant qu'elle les mérite. Après la harangue, on exécuta le concert dont on vous envoie les paroles ; les choeurs allèrent à merveille, et la cérémonie finit par une grande pièce de vers poupeux, à laquelle ni les assistants, ni le curé, ni l'auteur, n'entendirent rien. Il faudrait avoir été témoin de cette fête pour en bien sentir l'agrément : les projets et les préparatifs de ces divertissements sont toujours agréables, l'exécution rarement bonne, et le récit souvent ennuyeux.	9	narration	Tout étant disposé, et le curé étant arrivé dans une calèche a six chevaux qu'on avait envoyée au devant de lui, il fut conduit à son trône. Dès qu'il fut assis, l'orateur lui prononça à genoux une harangue dans le style de l'académie, pleine de louanges, d'antithèses, et de mots nouveaux. Le curé reçut tous ces éloges avec l'air d'un homme qui sait bien qu'il en mérite encore davantage ; car tout le monde n'est pas de l'humeur de notre reine***, qui hait les louanges autant qu'elle les mérite. Après la harangue, on exécuta le concert dont on vous envoie les paroles ; les choeurs allèrent à merveille, et la cérémonie finit par une grande pièce de vers poupeux, à laquelle ni les assistants, ni le curé, ni l'auteur, n'entendirent rien. Il faudrait avoir été témoin de cette fête pour en bien sentir l'agrément : les projets et les préparatifs de ces divertissements sont toujours agréables, l'exécution rarement bonne, et le récit souvent ennuyeux.	9	narration	0
236	La symphonie vive recommence.	8	music	La symphonie vive recommence.	8	music	0
237	Échange des cartes.	10	object	Échange des cartes.	6	interaction	0
238	Il parle à ceux qui lui veulent aider à marcher.	12	toward	Il parle à ceux qui lui veulent aider à marcher.	6	interaction	0
239	Girolamo lui présente plusieurs lettres puis va et vient dans l'appartement en préparant ce qu'il faut pour la toilette de son maître.	0	action	Girolamo lui présente plusieurs lettres puis va et vient dans l'appartement en préparant ce qu'il faut pour la toilette de son maître.	7	movement	0
240	Il sort avec Dorante.	5	exit	Il sort avec Dorante.	5	exit	0
241	À Adario.	12	toward	À Adario.	12	toward	0
242	À Crispin.	12	toward	À Crispin.	12	toward	0
243	Montrant la lettre.	0	action	Montrant la lettre.	10	object	0
244	Il se retourne vers son fils et lui dit.	12	toward	Il se retourne vers son fils et lui dit.	6	interaction	0
245	Arnolphe ôte le chapeau de dessus la tête d'Alain.	10	object	Arnolphe ôte le chapeau de dessus la tête d'Alain.	6	interaction	0
246	Odmar sort.	5	exit	Odmar sort.	7	movement	0
247	Air Noté, N°1.	8	music	Air Noté, N°1.	8	music	0
248	Air : Non je ne ferai pas, etc.	8	music	Air : Non je ne ferai pas, etc.	2	aparte	0
249	À Germeuil.	12	toward	À Germeuil.	11	setting	0
250	Le petit Befor se retire de la danse.	7	movement	Le petit Befor se retire de la danse.	5	exit	0
251	Valère frappe à la porte du logis de Climène.	0	action	Valère frappe à la porte du logis de Climène.	4	entrance	0
252	Serre-fort remplit et referme le sac.	10	object	Serre-fort remplit et referme le sac.	0	action	0
253	Lincoln et sa troupe sortent.	5	exit	Lincoln et sa troupe sortent.	5	exit	0
254	On se met à table.	0	action	On se met à table.	0	action	0
255	A I R.	8	music	A I R.	8	music	0
256	Air : Vaudeville de Jean Monnet.	8	music	Air : Vaudeville de Jean Monnet.	8	music	0
257	À Marlot.	12	toward	À Marlot.	12	toward	0
258	AIR.	8	music	AIR.	8	music	0
259	À Marforio.	12	toward	À Marforio.	4	entrance	0
260	La comtesse se lève et va pour rentrer chez elle, le Comte l'arrête.	0	action	La comtesse se lève et va pour rentrer chez elle, le Comte l'arrête.	6	interaction	0
261	Air : La bonne aventure, ô gai ?	8	music	Air : La bonne aventure, ô gai ?	2	aparte	0
262	À Albert.	12	toward	À Albert.	12	toward	0
263	Elle sort avec Guerland par le fond.	5	exit	Elle sort avec Guerland par le fond.	5	exit	0
264	Elle s'appuie contre l'autel.	0	action	Elle s'appuie contre l'autel.	0	action	0
265	Gaiment.	3	delivery	Gaiment.	3	delivery	0
266	Air : Sauter donc, mon coeur.	8	music	Air : Sauter donc, mon coeur.	2	aparte	0
267	Le théâtre change et représente le temple d'Isis avec la statue de cette déesse. Après la danse, Danaüs, Hypermnestre, Lyncée, arrivent.	11	setting	Le théâtre change et représente le temple d'Isis avec la statue de cette déesse. Après la danse, Danaüs, Hypermnestre, Lyncée, arrivent.	11	setting	0
268	Changeant de ton.	3	delivery	Changeant de ton.	3	delivery	0
269	À Michaud.	12	toward	À Michaud.	12	toward	0
270	Il lui met son manchon.	10	object	Il lui met son manchon.	6	interaction	0
271	Un salon de coiffeur. Une toilette à droite, premier plan. Une nuire toilette à gauche, premier plan. Toutes deux ont des perruques sur champignons. Une table à la gauche du fond, avec perruques, idem. — Un réchaud sous la table. Une robe de chambre noire d'un côté et d'une autre couleur de l'autre. Portes latérales ; porte d'entrée au fond ; une croisée à droite. Chaises, fauteuil. etc.	11	setting	Un salon de coiffeur. Une toilette à droite, premier plan. Une nuire toilette à gauche, premier plan. Toutes deux ont des perruques sur champignons. Une table à la gauche du fond, avec perruques, idem. — Un réchaud sous la table. Une robe de chambre noire d'un côté et d'une autre couleur de l'autre. Portes latérales ; porte d'entrée au fond ; une croisée à droite. Chaises, fauteuil. etc.	11	setting	0
272	Se parlant à lui-même.	12	toward	Se parlant à lui-même.	2	aparte	0
273	Arlequin rit de toute sa force.	0	action	Arlequin rit de toute sa force.	0	action	0
274	À Arcas.	12	toward	À Arcas.	12	toward	0
275	AIR. Ah ! je vous trouve , Chevalier.	8	music	AIR. Ah ! je vous trouve , Chevalier.	6	interaction	0
276	À Régina.	12	toward	À Régina.	12	toward	0
277	Chez la marquise Cibo.	11	setting	Chez la marquise Cibo.	11	setting	0
278	AIR. Ah ! le charmant Berger que j'aime.	8	music	AIR. Ah ! le charmant Berger que j'aime.	2	aparte	0
279	Ils donnent des coups de bâton à la Crainte et la mettent en fuite.	1	aggression	Ils donnent des coups de bâton à la Crainte et la mettent en fuite.	1	aggression	0
280	Tout ce reste est chanté.	3	delivery	Tout ce reste est chanté.	8	music	0
281	Montrant son front.	0	action	Montrant son front.	0	action	0
282	Auguste rentre avec un plateau.	4	entrance	Auguste rentre avec un plateau.	4	entrance	0
283	AIR. Non, toujours dire non.	8	music	AIR. Non, toujours dire non.	2	aparte	0
284	Il continue toujours à parler.	3	delivery	Il continue toujours à parler.	3	delivery	0
285	On entre.	4	entrance	On entre.	4	entrance	0
286	Thérèse et Madame Raquin se lèvent.	0	action	Thérèse et Madame Raquin se lèvent.	0	action	0
287	TROISIÈME COUPLET.	8	music	TROISIÈME COUPLET.	8	music	0
288	ODE ÉPITHALAMIQUE.	8	music	ODE ÉPITHALAMIQUE.	8	music	0
289	Le Théâtre représente l'Antre d'Aristandre.	11	setting	Le Théâtre représente l'Antre d'Aristandre.	11	setting	0
290	Lui prenant son habit.	10	object	Lui prenant son habit.	0	action	0
291	Ils sont tous assis, excepté Lisette.	0	action	Ils sont tous assis, excepté Lisette.	0	action	0
292	AIR. Ainsi qu'une Hirondelle.	8	music	AIR. Ainsi qu'une Hirondelle.	8	music	0
293	Il montre la fiole de Cléarque et celle de Climante.	0	action	Il montre la fiole de Cléarque et celle de Climante.	10	object	0
294	Air : De la Meunière.	8	music	Air : De la Meunière.	8	music	0
295	Il fait semblant de dormir.	0	action	Il fait semblant de dormir.	0	action	0
296	L'Abbé amène plusieurs domestiques qui s'empressent.	6	interaction	L'Abbé amène plusieurs domestiques qui s'empressent.	4	entrance	0
297	AIR : Non, je ne ferai pas ce qu'on veut que je fasse	8	music	AIR : Non, je ne ferai pas ce qu'on veut que je fasse	2	aparte	0
298	Air : Folies d'Espagne.	8	music	Air : Folies d'Espagne.	8	music	0
299	Air : Du Vaudeville des deux Veuves.	8	music	Air : Du Vaudeville des deux Veuves.	8	music	0
300	D'une voix cassée.	3	delivery	D'une voix cassée.	3	delivery	0
301	Il embrasse Fleur-de-Sauge.	6	interaction	Il embrasse Fleur-de-Sauge.	6	interaction	0
302	Air : Nous n'avons qu'un temps à vivre.	8	music	Air : Nous n'avons qu'un temps à vivre.	2	aparte	0
303	Thérèse et Manette sont à côté l'une de l'autre, Elles travaillent ensemble à garnir une robe. Thérèse est habillée très simplement, coiffée en grand bonnet, et paraît triste et rêveuse.	7	movement	Thérèse et Manette sont à côté l'une de l'autre, Elles travaillent ensemble à garnir une robe. Thérèse est habillée très simplement, coiffée en grand bonnet, et paraît triste et rêveuse.	9	narration	0
304	À Salome.	12	toward	À Salome.	12	toward	0
305	Il tire son épée.	0	action	Il tire son épée.	1	aggression	0
306	Au bourreau.	12	toward	Au bourreau.	12	toward	0
307	Idas sort.	5	exit	Idas sort.	0	action	0
308	Hypérie paraît.	4	entrance	Hypérie paraît.	4	entrance	0
309	À Double-Sens.	12	toward	À Double-Sens.	9	narration	0
310	Ils rient tous trois.	3	delivery	Ils rient tous trois.	6	interaction	0
311	Tous s'en vont.	7	movement	Tous s'en vont.	5	exit	0
312	À Monsieur Argant.	12	toward	À Monsieur Argant.	12	toward	0
313	Il couvre le presse-papier avec le chapeau.	10	object	Il couvre le presse-papier avec le chapeau.	10	object	0
314	Il crie.	3	delivery	Il crie.	1	aggression	0
315	Parlant au prince.	12	toward	Parlant au prince.	12	toward	0
316	Le Roi et le Comte sortent.	5	exit	Le Roi et le Comte sortent.	5	exit	0
317	Le théâtre change et représente un petit espace de terre aride et déserte ; cet face est borde par des Montagnes d'une hauteur prodigieuse, dont la principale est le Mont Æthna ; on voit a coté un petit Temple consacré à Junon ; la mer paroît dans l'éloignement.	11	setting	Le théâtre change et représente un petit espace de terre aride et déserte ; cet face est borde par des Montagnes d'une hauteur prodigieuse, dont la principale est le Mont Æthna ; on voit a coté un petit Temple consacré à Junon ; la mer paroît dans l'éloignement.	11	setting	0
318	Air : De la petite Poste.	8	music	Air : De la petite Poste.	11	setting	0
319	Il sort en toussant suivi par de Brie.	5	exit	Il sort en toussant suivi par de Brie.	5	exit	0
320	Il le met dans sa poche de côté.	10	object	Il le met dans sa poche de côté.	0	action	0
321	Les Esclaves armés sont remplacés par les esclaves sans armes.	1	aggression	Les Esclaves armés sont remplacés par les esclaves sans armes.	7	movement	0
322	Il s'approche de son père.	7	movement	Il s'approche de son père.	6	interaction	0
323	À Alvarès.	12	toward	À Alvarès.	12	toward	0
324	À Euphémon fils.	12	toward	À Euphémon fils.	12	toward	0
325	Il continue à parler.	3	delivery	Il continue à parler.	3	delivery	0
326	Air Marche Française.	8	music	Air Marche Française.	8	music	0
327	Les Toscans attaquent le pont défendu par le seul Horace, et que la hache des Romains fait bientôt écrouler dans le Tibre. Le héros s'y précipite après les ennemis , qu'il a luiseul arrêtés.	9	narration	Les Toscans attaquent le pont défendu par le seul Horace, et que la hache des Romains fait bientôt écrouler dans le Tibre. Le héros s'y précipite après les ennemis , qu'il a luiseul arrêtés.	1	aggression	0
328	Solennel.	3	delivery	Solennel.	11	setting	0
329	Il lui serre la main plus fort.	6	interaction	Il lui serre la main plus fort.	6	interaction	0
330	Le théâtre représente l'Île de Tenede, où Achille s'est retiré auprès de ses vaisseaux, depuis sa querelle avec Agamemnon.	11	setting	Le théâtre représente l'Île de Tenede, où Achille s'est retiré auprès de ses vaisseaux, depuis sa querelle avec Agamemnon.	11	setting	0
331	[À part].	2	aparte	[À part].	2	aparte	0
332	Elle défait le papier.	0	action	Elle défait le papier.	0	action	0
333	À Géronte.	12	toward	À Géronte.	12	toward	0
334	Le théâtre représente une salle du Palais des Capellets, qui communique d'un côté aux Jardins.	11	setting	Le théâtre représente une salle du Palais des Capellets, qui communique d'un côté aux Jardins.	11	setting	0
335	À Crassus.	12	toward	À Crassus.	12	toward	0
336	Le Garde sort.	5	exit	Le Garde sort.	5	exit	0
337	Elle touche Picus.	6	interaction	Elle touche Picus.	6	interaction	0
338	Il prend la bûche et fait dans l'air des gestes menaçants, il pose au milieu de la table.	10	object	Il prend la bûche et fait dans l'air des gestes menaçants, il pose au milieu de la table.	1	aggression	0
339	À Alain.	12	toward	À Alain.	12	toward	0
340	Air 135 : Les fanatiques.	8	music	Air 135 : Les fanatiques.	8	music	0
341	Les deux Blanchet sortent.	5	exit	Les deux Blanchet sortent.	5	exit	0
342	À Gillette.	12	toward	À Gillette.	11	setting	0
343	Air du bienheureux Lisandre.	8	music	Air du bienheureux Lisandre.	8	music	0
344	Apercevant Monsieur Rossignol qui entre.	0	action	Apercevant Monsieur Rossignol qui entre.	4	entrance	0
345	Il déchire le billet.	10	object	Il déchire le billet.	10	object	0
346	Elle rentre du même côté.	4	entrance	Elle rentre du même côté.	4	entrance	0
347	Air : La comédie est un miroir.	8	music	Air : La comédie est un miroir.	9	narration	0
348	Air : Roulant ma brouette.	8	music	Air : Roulant ma brouette.	0	action	0
349	AIR : Par pitié daignez vous rendre.	8	music	AIR : Par pitié daignez vous rendre.	12	toward	0
350	Elle sert de la soupe dans l'assiette de Laurent et dans la sienne.	0	action	Elle sert de la soupe dans l'assiette de Laurent et dans la sienne.	6	interaction	0
351	Aux Bergers.	12	toward	Aux Bergers.	11	setting	0
352	Staphyla vient.	4	entrance	Staphyla vient.	4	entrance	0
353	Elle se met à ses pieds.	0	action	Elle se met à ses pieds.	7	movement	0
354	Elle s'avance pour s'en aller.	7	movement	Elle s'avance pour s'en aller.	5	exit	0
355	Lucie sort.	5	exit	Lucie sort.	0	action	0
356	AIR 141 : Cotillon des Fêtes de Thalie.	8	music	AIR 141 : Cotillon des Fêtes de Thalie.	8	music	0
357	À l'esclave	12	toward	À l'esclave	12	toward	0
358	Air : Lon la landerirette.	8	music	Air : Lon la landerirette.	4	entrance	0
359	À l'huissier.	12	toward	À l'huissier.	12	toward	0
360	V.	8	music	V.	5	exit	0
361	En montrant Belamire.	0	action	En montrant Belamire.	0	action	0
362	Air : Le Ciel bénisse la besogne.	8	music	Air : Le Ciel bénisse la besogne.	9	narration	0
363	SI QUELQUE AUDACIEUX	8	music	SI QUELQUE AUDACIEUX	2	aparte	0
364	AIR. Y a bien de la différence.	8	music	AIR. Y a bien de la différence.	2	aparte	0
365	AIR. Ton humeur est Catherine, etc.	8	music	AIR. Ton humeur est Catherine, etc.	8	music	0
366	Philène va à l'Écho.	7	movement	Philène va à l'Écho.	4	entrance	0
367	Le théâtre change et représente la façade du palais de Danaüs, une nuit très obscure règne sur le théâtre.	11	setting	Le théâtre change et représente la façade du palais de Danaüs, une nuit très obscure règne sur le théâtre.	11	setting	0
368	Sortant par divers endroits.	4	entrance	Sortant par divers endroits.	5	exit	0
369	À la Suissesse.	12	toward	À la Suissesse.	7	movement	0
